Date,Price
2014-10-23,2155
2014-10-24,2181
2014-10-27,2172
2014-10-28,2186.5
2014-10-29,2212
2014-10-30,2263.5
2014-10-31,2260
2014-11-03,2302.5
2014-11-04,2297.5
2014-11-05,2255
2014-11-07,2219
2014-11-10,2207.5
2014-11-11,2216
2014-11-12,2250.5
2014-11-13,2205.5
2014-11-14,2204.5
2014-11-17,2193
2014-11-18,2204.5
2014-11-19,2227
2014-11-20,2189
2014-11-21,2190.5
2014-11-24,2183.5
2014-11-25,2166
2014-11-26,2196.5
2014-11-27,2177.5
2014-11-28,2134
2014-12-01,2106
2014-12-02,2138.5
2014-12-03,2144
2014-12-04,2151
2014-12-05,2145
2014-12-08,2168.5
2014-12-09,2140.5
2014-12-10,2132.5
2014-12-11,2120
2014-12-12,2179
2014-12-15,2143.5
2014-12-16,2120.5
2014-12-17,2101.5
2014-12-18,2139.5
2014-12-19,2118.5
2014-12-22,2142.5
2014-12-23,2174.5
2014-12-24,2210.5
2014-12-26,2215
2014-12-29,2265
2014-12-30,2287
2014-12-31,2282.5
2015-01-02,2259
2015-01-05,2280.5
2015-01-06,2297
2015-01-07,2283
2015-01-08,2336
2015-01-09,2330.5
2015-01-12,2342
2015-01-13,2355
2015-01-14,2345.5
2015-01-15,2368.5
2015-01-16,2303
2015-01-19,2304.5
2015-01-20,2321.5
2015-01-21,2332.5
2015-01-22,2278.5
2015-01-23,2242
2015-01-26,2206
2015-01-27,2166
2015-01-28,2198
2015-01-29,2177.5
2015-01-30,2125.5
2015-02-04,2191
2015-02-05,2238.5
2015-02-06,2286.5
2015-02-09,2317.5
2015-02-10,2307.5
2015-02-11,2280
2015-02-12,2258
2015-02-13,2271.5
2015-02-16,2278.5
2015-02-17,2299
2015-02-18,2293.5
2015-02-23,2257.5
2015-02-24,2231.5
2015-02-25,2240
2015-02-26,2277
2015-02-27,2266
2015-03-02,2343.5
2015-03-03,2359.5
2015-03-04,2360.5
2015-03-05,2325.5
2015-03-06,2277
2015-03-09,2284
2015-03-10,2233.5
2015-03-11,2238
2015-03-12,2244
2015-03-13,2239
2015-03-16,2193
2015-03-17,2187
2015-03-18,2200
2015-03-19,2197.5
2015-03-20,2190
2015-03-23,2192
2015-03-24,2166
2015-03-25,2164
2015-03-26,2191
2015-03-27,2157.5
2015-03-30,2167.5
2015-03-31,2143.5
2015-04-01,2154.5
2015-04-02,2168
2015-04-03,2176
2015-04-06,2206.5
2015-04-07,2205.5
2015-04-08,2181.5
2015-04-09,2142.5
2015-04-10,2126.5
2015-04-13,2135.5
2015-04-14,2128
2015-04-15,2160.5
2015-04-16,2164
2015-04-17,2158
2015-04-20,2165
2015-04-21,2188.5
2015-04-22,2167
2015-04-23,2156.5
2015-04-24,2156
2015-04-27,2136
2015-04-28,2078.5
2015-04-29,2071
2015-04-30,2082.5
2015-05-05,2146
2015-05-06,2164
2015-05-07,2154
2015-05-08,2143
2015-05-11,2182.5
2015-05-12,2187
2015-05-13,2191
2015-05-14,2170
2015-05-15,2181.5
2015-05-18,2164.5
2015-05-19,2159
2015-05-20,2139
2015-05-21,2139
2015-05-22,2130.5
2015-05-25,2130.5
2015-05-26,2156
2015-05-27,2154
2015-05-28,2167
2015-05-29,2174.5
2015-06-01,2234.5
2015-06-02,2290
2015-06-03,2264.5
2015-06-04,2277
2015-06-05,2294
2015-06-08,2292.5
2015-06-09,2288.5
2015-06-10,2283.5
2015-06-11,2287.5
2015-06-12,2248.5
2015-06-15,2252.5
2015-06-16,2264
2015-06-17,2268.5
2015-06-18,2247.5
2015-06-19,2246.5
2015-06-22,2218
2015-06-23,2222.5
2015-06-24,2240.5
2015-06-25,2260
2015-06-26,2243
2015-06-29,2244
2015-06-30,2222
2015-07-01,2247
2015-07-02,2253.5
2015-07-03,2261.5
2015-07-06,2232
2015-07-07,2216
2015-07-08,2153.5
2015-07-09,2171.5
2015-07-10,2184
2015-07-13,2184.5
2015-07-14,2206
2015-07-15,2178
2015-07-16,2184
2015-07-20,2159.5
2015-07-21,2187.5
2015-07-22,2175.5
2015-07-23,2177
2015-07-24,2171
2015-07-27,2134.5
2015-07-28,2123.5
2015-07-29,2121
2015-07-30,2103
2015-07-31,2105.5
2015-08-03,2067.5
2015-08-04,2049.5
2015-08-05,2045
2015-08-06,2009.5
2015-08-07,1995.5
2015-08-10,1994.5
2015-08-11,2002
2015-08-12,1965.5
2015-08-13,1956
2015-08-14,1976.5
2015-08-17,1954.5
2015-08-18,1967.5
2015-08-19,1951
2015-08-20,1918
2015-08-21,1922.5
2015-08-24,1837.5
2015-08-25,1823.5
2015-08-26,1811
2015-08-27,1802
2015-08-28,1832.5
2015-09-01,1894.5
2015-09-02,1894.5
2015-09-03,1897.5
2015-09-04,1923.5
2015-09-07,1917.5
2015-09-08,1936.5
2015-09-09,1971
2015-09-10,1994
2015-09-11,2014
2015-09-14,2050
2015-09-15,2053
2015-09-21,2018
2015-09-22,2047.5
2015-09-23,2068.5
2015-09-25,2163.5
2015-09-28,2181
2015-09-29,2241
2015-10-01,2287
2015-10-02,2290.5
2015-10-05,2307.5
2015-10-06,2285.5
2015-10-07,2243
2015-10-08,2181.5
2015-10-09,2183.5
2015-10-12,2171
2015-10-13,2193.5
2015-10-15,2187
2015-10-16,2188.5
2015-10-19,2166.5
2015-10-20,2172
2015-10-21,2198
2015-10-22,2200.5
2015-10-23,2178
2015-10-26,2150.5
2015-10-27,2129.5
2015-10-28,2155.5
2015-10-29,2143
2015-11-02,2154
2015-11-03,2119.5
2015-11-04,2146
2015-11-05,2153.5
2015-11-06,2147.5
2015-11-09,2160.5
2015-11-11,2140
2015-11-12,2126
2015-11-13,2132.5
2015-11-16,2086
2015-11-17,2093.5
2015-11-18,2089
2015-11-19,2080
2015-11-20,2067.5
2015-11-23,2057
2015-11-24,2074.5
2015-11-25,2056
2015-11-26,2085.5
2015-11-27,2094.5
2015-11-30,2095.5
2015-12-01,2123.5
2015-12-02,2094
2015-12-03,2105.5
2015-12-04,2143.5
2015-12-07,2158.5
2015-12-08,2147
2015-12-09,2151
2015-12-10,2136
2015-12-11,2160.5
2015-12-14,2170.5
2015-12-15,2152.5
2015-12-16,2133
2015-12-17,2134
2015-12-18,2153.5
2015-12-21,2161
2015-12-22,2187
2015-12-23,2192
2015-12-28,2255.5
2015-12-29,2181.5
2015-12-30,2214
2015-12-31,2198
2016-01-04,2181.5
2016-01-05,2217
2016-01-06,2226
2016-01-07,2233
2016-01-08,2219
2016-01-11,2249.5
2016-01-12,2217.5
2016-01-13,2238.5
2016-01-14,2238
2016-01-15,2260.5
2016-01-18,2260
2016-01-19,2280
2016-01-20,2283
2016-01-21,2277
2016-01-22,2282.5
2016-01-26,2304
2016-01-27,2345
2016-01-28,2326
2016-01-29,2315
2016-02-02,2367.5
2016-02-03,2378.5
2016-02-04,2392
2016-02-05,2422
2016-02-10,2436
2016-02-11,2419.5
2016-02-12,2438.5
2016-02-15,2451
2016-02-16,2468
2016-02-17,2454
2016-02-18,2444.5
2016-02-19,2462
2016-02-22,2465.5
2016-02-23,2445.5
2016-02-24,2435.5
2016-02-25,2450.5
2016-02-26,2437
2016-02-29,2452
2016-03-01,2453.5
2016-03-02,2435
2016-03-03,2425
2016-03-04,2461.5
2016-03-07,2459
2016-03-08,2460
2016-03-09,2477
2016-03-10,2479
2016-03-11,2499.5
2016-03-14,2516
2016-03-15,2522
2016-03-16,2513
2016-03-17,2538
2016-03-18,2589.5
2016-03-21,2611.5
2016-03-22,2610
2016-03-23,2614
2016-03-24,2598.5
2016-03-25,2621
2016-03-28,2631
2016-03-29,2667
2016-03-30,2676
2016-03-31,2686
2016-04-01,2709
2016-04-04,2680.5
2016-04-05,2714
2016-04-06,2683
2016-04-07,2679.5
2016-04-08,2664
2016-04-11,2624
2016-04-12,2610
2016-04-13,2610.5
2016-04-14,2621
2016-04-15,2608
2016-04-18,2618.5
2016-04-19,2638.5
2016-04-20,2670
2016-04-21,2679
2016-04-22,2665
2016-04-25,2642
2016-04-26,2642
2016-04-27,2636
2016-04-28,2577.5
2016-04-29,2566
2016-05-03,2541
2016-05-04,2578
2016-05-05,2609
2016-05-06,2607.5
2016-05-09,2637.5
2016-05-10,2674
2016-05-11,2706.5
2016-05-12,2675
2016-05-13,2639.5
2016-05-16,2657
2016-05-17,2652.5
2016-05-18,2638
2016-05-19,2595
2016-05-20,2597
2016-05-23,2567.5
2016-05-24,2559.5
2016-05-25,2556.5
2016-05-26,2585.5
2016-05-27,2602.5
2016-05-30,2613
2016-05-31,2612.5
2016-06-01,2639
2016-06-02,2638.5
2016-06-03,2648
2016-06-06,2643
2016-06-07,2647.5
2016-06-08,2619
2016-06-09,2639
2016-06-10,2621.5
2016-06-13,2603
2016-06-14,2533
2016-06-15,2516
2016-06-16,2486
2016-06-17,2506
2016-06-20,2475
2016-06-21,2463.5
2016-06-23,2445
2016-06-24,2464
2016-06-27,2461
2016-06-28,2456.5
2016-06-29,2406.5
2016-06-30,2399.5
2016-07-01,2402.5
2016-07-04,2428
2016-07-05,2306.5
2016-07-08,2306.5
2016-07-11,2324.5
2016-07-12,2295.5
2016-07-13,2303.5
2016-07-14,2292.5
2016-07-15,2302.5
2016-07-18,2323
2016-07-19,2319
2016-07-20,2357
2016-07-21,2377
2016-07-22,2354.5
2016-07-25,2334
2016-07-26,2332.5
2016-07-27,2358.5
2016-07-28,2348
2016-07-29,2352.5
2016-08-01,2391.5
2016-08-02,2387
2016-08-03,2423.5
2016-08-04,2461
2016-08-05,2488
2016-08-08,2504.5
2016-08-09,2539
2016-08-10,2571
2016-08-11,2582
2016-08-12,2596.5
2016-08-15,2678.5
2016-08-16,2710.5
2016-08-17,2798
2016-08-18,2821
2016-08-19,2833
2016-08-22,2807.5
2016-08-23,2802
2016-08-24,2845
2016-08-25,2803.5
2016-08-26,2831
2016-08-29,2791
2016-08-30,2797.5
2016-09-01,2769.5
2016-09-02,2806
2016-09-05,2889.5
2016-09-06,2886
2016-09-07,2858.5
2016-09-08,2872
2016-09-09,2879
2016-09-13,2866.5
2016-09-14,2802.5
2016-09-15,2824.5
2016-09-19,2866.5
2016-09-20,2899.5
2016-09-21,2899.5
2016-09-22,2896
2016-09-23,2864
2016-09-26,2892
2016-09-27,2868
2016-09-28,2785.5
2016-09-29,2746.5
2016-09-30,2731
2016-10-04,2741
2016-10-05,2728
2016-10-06,2688.5
2016-10-07,2674.5
2016-10-10,2620
2016-10-11,2637.5
2016-10-12,2651
2016-10-13,2664.5
2016-10-14,2679.5
2016-10-17,2765.5
2016-10-18,2778
2016-10-19,2746.5
2016-10-20,2761
2016-10-21,2735
2016-10-24,2779.5
2016-10-25,2782.5
2016-10-26,2791
2016-10-27,2785.5
2016-10-28,2795
2016-10-31,2789
2016-11-01,2795.5
2016-11-02,2772.5
2016-11-03,2765
2016-11-04,2776
2016-11-07,2800.5
2016-11-08,2829.5
2016-11-09,2843
2016-11-10,2872.5
2016-11-11,2994.5
2016-11-14,2872
2016-11-15,2892
2016-11-16,2904.5
2016-11-17,2917
2016-11-18,2905.5
2016-11-21,2939
2016-11-22,2962.5
2016-11-23,2986.5
2016-11-24,3024
2016-11-25,3053
2016-11-28,3088
2016-11-29,3065
2016-11-30,3070
2016-12-01,3101.5
2016-12-02,3139.5
2016-12-05,3187
2016-12-06,3183
2016-12-07,3205
2016-12-08,3170.5
2016-12-09,3180
2016-12-14,3206.5
2016-12-15,3237.5
2016-12-16,3243.5
2016-12-19,3240
2016-12-20,3237
2016-12-21,3225
2016-12-22,3227.5
2016-12-23,3181.5
2016-12-27,3222.5
2016-12-28,3239
2016-12-29,3203.5
2016-12-30,3202.5
2017-01-03,3252
2017-01-04,3230.5
2017-01-05,3256
2017-01-06,3214
2017-01-09,3237.5
2017-01-10,3251
2017-01-11,3264.5
2017-01-12,3253
2017-01-13,3261.5
2017-01-16,3256
2017-01-17,3283
2017-01-18,3296.5
2017-01-19,3296
2017-01-20,3293.5
2017-01-23,3293.5
2017-01-24,3299.5
2017-01-25,3305
2017-01-26,3304
2017-01-27,3300
2017-02-02,3286.5
2017-02-03,3284
2017-02-06,3290
2017-02-07,3316
2017-02-08,3316
2017-02-10,3344.5
2017-02-13,3301
2017-02-14,3279.5
2017-02-15,3298.5
2017-02-16,3288
2017-02-17,3212
2017-02-20,3188.5
2017-02-21,3162.5
2017-02-22,3060
2017-02-23,2989.5
2017-02-24,2956
2017-02-27,2946
2017-02-28,2900.5
2017-03-01,2934.5
2017-03-02,2977
2017-03-03,2974.5
2017-03-06,2996
2017-03-07,2981
2017-03-08,2947.5
2017-03-09,2990.5
2017-03-10,2935.5
2017-03-13,2972
2017-03-14,2943
2017-03-15,2976
2017-03-16,2991
2017-03-17,3000
2017-03-20,2978
2017-03-21,2963
2017-03-22,2979.5
2017-03-23,2947.5
2017-03-24,2916
2017-03-27,2887.5
2017-03-28,2883.5
2017-03-29,2886
2017-03-30,2855
2017-03-31,2828
2017-04-03,2865.5
2017-04-04,2879.5
2017-04-05,2879.5
2017-04-06,2914
2017-04-07,2876.5
2017-04-10,2839
2017-04-11,2805
2017-04-12,2748
2017-04-13,2750
2017-04-14,2690.5
2017-04-17,2708
2017-04-18,2641.5
2017-04-19,2613
2017-04-20,2639
2017-04-21,2658.5
2017-04-25,2608.5
2017-04-26,2640.5
2017-04-27,2691.5
2017-04-28,2631
2017-05-02,2695.5
2017-05-03,2689.5
2017-05-04,2710
2017-05-05,2716.5
2017-05-08,2774.5
2017-05-09,2795.5
2017-05-11,2809
2017-05-12,2814.5
2017-05-15,2842.5
2017-05-16,2838
2017-05-17,2861.5
2017-05-18,2884.5
2017-05-19,2874
2017-05-22,2903.5
2017-05-23,2892
2017-05-24,2869
2017-05-25,2845
2017-05-26,2833
2017-05-29,2811
2017-05-30,2777
2017-05-31,2761
2017-06-01,2768.5
2017-06-02,2782.5
2017-06-05,2749.5
2017-06-06,2740.5
2017-06-07,2736.5
2017-06-08,2690
2017-06-09,2684.5
2017-06-13,2661.5
2017-06-14,2667.5
2017-06-15,2671.5
2017-06-16,2696
2017-06-19,2686
2017-06-20,2631
2017-06-21,2600
2017-06-22,2578
2017-06-23,2616.5
2017-06-28,2622.5
2017-06-29,2589.5
2017-06-30,2600.5
2017-07-03,2627.5
2017-07-04,2634
2017-07-05,2665.5
2017-07-06,2657
2017-07-07,2640.5
2017-07-10,2662
2017-07-11,2635.5
2017-07-12,2656
2017-07-13,2628.5
2017-07-14,2611.5
2017-07-17,2623.5
2017-07-18,2599
2017-07-19,2581.5
2017-07-20,2595
2017-07-21,2599.5
2017-07-24,2573
2017-07-25,2603.5
2017-07-26,2618
2017-07-27,2659
2017-07-28,2642.5
2017-07-31,2623.5
2017-08-01,2648
2017-08-02,2623
2017-08-03,2596
2017-08-04,2601.5
2017-08-07,2582
2017-08-08,2600
2017-08-09,2616
2017-08-10,2630
2017-08-11,2622
2017-08-14,2639.5
2017-08-15,2624.5
2017-08-16,2609
2017-08-17,2620
2017-08-18,2637.5
2017-08-21,2654.5
2017-08-22,2695.5
2017-08-23,2693.5
2017-08-24,2712
2017-08-25,2705.5
2017-08-28,2707.5
2017-08-29,2702
2017-08-30,2680
2017-09-05,2725.5
2017-09-06,2734
2017-09-07,2733.5
2017-09-08,2759.5
2017-09-11,2786.5
2017-09-12,2813.5
2017-09-13,2840
2017-09-14,2868.5
2017-09-15,2865.5
2017-09-18,2849
2017-09-19,2818.5
2017-09-20,2784.5
2017-09-21,2775
2017-09-25,2710
2017-09-26,2728
2017-09-27,2736.5
2017-09-28,2713.5
2017-09-29,2716
2017-10-02,2698.5
2017-10-03,2697.5
2017-10-04,2719
2017-10-05,2737
2017-10-06,2730
2017-10-09,2740
2017-10-10,2719
2017-10-11,2691
2017-10-12,2716.5
2017-10-13,2729
2017-10-16,2744
2017-10-17,2748.5
2017-10-19,2713
2017-10-20,2724.5
2017-10-23,2751.5
2017-10-24,2771.5
2017-10-25,2777.5
2017-10-26,2785.5
2017-10-27,2806
2017-10-30,2820.5
2017-10-31,2786.5
2017-11-01,2801
2017-11-02,2802
2017-11-03,2791.5
2017-11-06,2769
2017-11-07,2763
2017-11-08,2766
2017-11-09,2784.5
2017-11-10,2757
2017-11-13,2733.5
2017-11-14,2709.5
2017-11-15,2693
2017-11-16,2686.5
2017-11-17,2658.5
2017-11-20,2595.5
2017-11-21,2560
2017-11-22,2545
2017-11-23,2527.5
2017-11-24,2539.5
2017-11-27,2492.5
2017-11-28,2478.5
2017-11-29,2464.5
2017-11-30,2473.5
2017-12-04,2498.5
2017-12-05,2448.5
2017-12-06,2449
2017-12-07,2432
2017-12-08,2423.5
2017-12-11,2382.5
2017-12-12,2398.5
2017-12-13,2388
2017-12-14,2338.5
2017-12-15,2367.5
2017-12-18,2397
2017-12-19,2388
2017-12-20,2389.5
2017-12-21,2371
2017-12-22,2351.5
2017-12-26,2376
2017-12-27,2415
2017-12-28,2435.5
2017-12-29,2400
2018-01-02,2468.5
2018-01-03,2490.5
2018-01-04,2517
2018-01-05,2538
2018-01-08,2514
2018-01-09,2539
2018-01-10,2549
2018-01-11,2523.5
2018-01-12,2493.5
2018-01-15,2482.5
2018-01-16,2462.5
2018-01-17,2458.5
2018-01-18,2454
2018-01-19,2426
2018-01-22,2441
2018-01-23,2449.5
2018-01-24,2469
2018-01-25,2463.5
2018-01-26,2457
2018-01-29,2479
2018-01-30,2461
2018-02-01,2450
2018-02-02,2437
2018-02-05,2461.5
2018-02-06,2463
2018-02-07,2480.5
2018-02-08,2467
2018-02-09,2472.5
2018-02-12,2493
2018-02-13,2497.5
2018-02-14,2480.5
2018-02-15,2488.5
2018-02-19,2479
2018-02-20,2499.5
2018-02-21,2494
2018-02-22,2492
2018-02-23,2508
2018-02-26,2529.5
2018-02-27,2535.5
2018-02-28,2547
2018-03-01,2555.5
2018-03-02,2494
2018-03-05,2460.5
2018-03-06,2468.5
2018-03-07,2454.5
2018-03-08,2427.5
2018-03-09,2383
2018-03-12,2376
2018-03-13,2391.5
2018-03-14,2417.5
2018-03-15,2422
2018-03-16,2438.5
2018-03-19,2425
2018-03-20,2432
2018-03-21,2436
2018-03-22,2427
2018-03-23,2414.5
2018-03-26,2413
2018-03-27,2409.5
2018-03-28,2405
2018-03-29,2393.5
2018-03-30,2402.5
2018-04-02,2431
2018-04-03,2438
2018-04-04,2435
2018-04-05,2455.5
2018-04-06,2464
2018-04-09,2453.5
2018-04-10,2447.5
2018-04-11,2423.5
2018-04-12,2411
2018-04-13,2412.5
2018-04-16,2385
2018-04-17,2373.5
2018-04-18,2387
2018-04-19,2391
2018-04-20,2394
2018-04-23,2392
2018-04-24,2383
2018-04-25,2388
2018-04-26,2387.5
2018-04-27,2380
2018-04-30,2349.5
2018-05-02,2370.5
2018-05-03,2359
2018-05-04,2334.5
2018-05-07,2366
2018-05-08,2377
2018-05-14,2407.5
2018-05-15,2408.5
2018-05-16,2400.5
2018-05-17,2399
2018-05-18,2421
2018-05-21,2423
2018-05-22,2427.5
2018-05-23,2416.5
2018-05-24,2443
2018-05-25,2418
2018-05-28,2372
2018-05-30,2366.5
2018-05-31,2385
2018-06-01,2394
2018-06-04,2407
2018-06-05,2368
2018-06-06,2384.5
2018-06-07,2373
2018-06-08,2353.5
2018-06-11,2340
2018-06-12,2340.5
2018-06-13,2317
2018-06-14,2279
2018-06-18,2307
2018-06-19,2231
2018-06-20,2247.5
2018-06-21,2253.5
2018-06-22,2267.5
2018-06-25,2250.5
2018-06-26,2277
2018-06-27,2279
2018-06-28,2309.5
2018-06-29,2295.5
2018-07-02,2313.5
2018-07-03,2285
2018-07-04,2279.5
2018-07-05,2276.5
2018-07-06,2274.5
2018-07-09,2262.5
2018-07-10,2242.5
2018-07-11,2204
2018-07-12,2180
2018-07-13,2159
2018-07-16,2164.5
2018-07-17,2156
2018-07-18,2193.5
2018-07-19,2195.5
2018-07-20,2165.5
2018-07-23,2162
2018-07-24,2143
2018-07-25,2132
2018-07-26,2169.5
2018-07-27,2152
2018-07-30,2154.5
2018-07-31,2154.5
2018-08-01,2177.5
2018-08-02,2177
2018-08-03,2144
2018-08-06,2176
2018-08-07,2182.5
2018-08-08,2198.5
2018-08-09,2206
2018-08-10,2202
2018-08-13,2192
2018-08-14,2176.5
2018-08-15,2176
2018-08-16,2170
2018-08-17,2184
2018-08-20,2190.5
2018-08-21,2194
2018-08-23,2190.5
2018-08-24,2178.5
2018-08-27,2171.5
2018-08-28,2189.5
2018-08-29,2177.5
2018-08-30,2179
2018-09-03,2197.5
2018-09-04,2215
2018-09-05,2220.5
2018-09-06,2216.5
2018-09-07,2210
2018-09-12,2209
2018-09-13,2210
2018-09-14,2201
2018-09-18,2171
2018-09-19,2135.5
2018-09-20,2121.5
2018-09-21,2118
2018-09-24,2124.5
2018-09-25,2114.5
2018-09-26,2115
2018-09-27,2090
2018-09-28,2064.5
2018-10-01,2087
2018-10-02,2084.5
2018-10-03,2082.5
2018-10-04,2099
2018-10-05,2100.5
2018-10-08,2094
2018-10-09,2088.5
2018-10-10,2088.5
2018-10-11,2061.5
2018-10-12,2083.5
2018-10-15,2088.5
2018-10-16,2094
2018-10-17,2095.5
2018-10-18,2088.5
2018-10-19,2069
2018-10-22,2080.5
2018-10-23,2081.5
2018-10-24,2052.5
2018-10-25,2038
2018-10-26,2028.5
2018-10-29,2031
2018-10-30,2018
2018-10-31,2007
2018-11-01,1984.5
2018-11-02,1958
2018-11-05,1953
2018-11-07,1948.5
2018-11-08,1928.5
2018-11-09,1897
2018-11-12,1872
2018-11-13,1844
2018-11-14,1768.5
2018-11-15,1746
2018-11-16,1736
2018-11-19,1728.5
2018-11-21,1717.5
2018-11-22,1731
2018-11-23,1764.5
2018-11-26,1749
2018-11-27,1718
2018-11-28,1734.5
2018-11-29,1759.5
2018-11-30,1764.5
2018-12-03,1772
2018-12-04,1775.5
2018-12-05,1722.5
2018-12-06,1725.5
2018-12-07,1740.5
2018-12-10,1738.5
2018-12-11,1734.5
2018-12-12,1755
2018-12-13,1787.5
2018-12-14,1798
2018-12-17,1801.5
2018-12-18,1831.5
2018-12-19,1909
2018-12-20,1944.5
2018-12-21,1927
2018-12-24,1900
2018-12-26,1924
2018-12-27,1918.5
2018-12-28,1942.5
2019-01-02,2019.5
2019-01-03,2030
2019-01-04,2036.5
2019-01-07,2027.5
2019-01-08,2041.5
2019-01-09,2036.5
2019-01-10,2023
2019-01-11,2010.5
2019-01-14,2014
2019-01-15,2004.5
2019-01-16,2008.5
2019-01-17,2006.5
2019-01-18,2044
2019-01-22,2054
2019-01-23,2066
2019-01-24,2088.5
2019-01-25,2091
2019-01-28,2127
2019-01-29,2121
2019-01-30,2120.5
2019-01-31,2083
2019-02-01,2127
2019-02-04,2092
2019-02-07,2153
2019-02-08,2133
2019-02-11,2120
2019-02-12,2116.5
2019-02-13,2116.5
2019-02-14,2117.5
2019-02-15,2107
2019-02-18,2113.5
2019-02-19,2110.5
2019-02-20,2080
2019-02-21,2067.5
2019-02-22,2057.5
2019-02-25,2039
2019-02-26,1984
2019-02-27,1948
2019-02-28,1902
2019-03-01,1944.5
2019-03-04,1960
2019-03-05,1934
2019-03-06,1941
2019-03-07,1932.5
2019-03-08,1923
2019-03-11,1906.5
2019-03-12,1898.5
2019-03-13,1878.5
2019-03-14,1853
2019-03-15,1838
2019-03-18,1834
2019-03-19,1868
2019-03-20,1889
2019-03-21,1893
2019-03-22,1864
2019-03-25,1885.5
2019-03-26,1904
2019-03-27,1887
2019-03-28,1866.5
2019-03-29,1869
2019-04-01,1923
2019-04-02,1964
2019-04-03,1991.5
2019-04-04,2014
2019-04-05,2038
2019-04-08,2035.5
2019-04-09,2061
2019-04-10,2045.5
2019-04-11,2021.5
2019-04-12,2016
2019-04-15,2020
2019-04-16,2021.5
2019-04-17,2054.5
2019-04-18,2052.5
2019-04-19,2051.5
2019-04-22,2057.5
2019-04-23,2030.5
2019-04-24,2019.5
2019-04-25,2031
2019-04-26,1990
2019-04-29,1976
2019-04-30,1981.5
2019-05-02,1960
2019-05-03,1963
2019-05-06,1918
2019-05-07,1946.5
2019-05-08,1951
2019-05-09,1918
2019-05-10,1910.5
2019-05-13,1916.5
2019-05-14,1924
2019-05-15,1954.5
2019-05-16,1979
2019-05-17,1982.5
2019-05-21,1971
2019-05-22,1980
2019-05-23,1938.5
2019-05-24,1928.5
2019-05-27,1949.5
2019-05-28,1951
2019-05-29,1970.5
2019-05-30,1970.5
2019-05-31,1968.5
2019-06-03,1990
2019-06-04,1986
2019-06-07,1974.5
2019-06-10,1953.5
2019-06-11,1971
2019-06-12,1960
2019-06-13,1986
2019-06-14,1990
2019-06-17,1981.5
2019-06-18,1991.5
2019-06-19,1973.5
2019-06-20,1967.5
2019-06-21,1971
2019-06-24,1941
2019-06-25,1931.5
2019-06-26,1909
2019-06-27,1893.5
2019-06-28,1872.5
2019-07-01,1897.5
2019-07-02,1885.5
2019-07-03,1869
2019-07-04,1880.5
2019-07-05,1873.5
2019-07-08,1868.5
2019-07-09,1865
2019-07-10,1864
2019-07-11,1878.5
2019-07-12,1869
2019-07-15,1879.5
2019-07-16,1871.5
2019-07-17,1867
2019-07-18,1874.5
2019-07-19,1866.5
2019-07-22,1875
2019-07-23,1882
2019-07-24,1903
2019-07-25,1919
2019-07-26,1928.5
2019-07-29,1927.5
2019-08-01,1984
2019-08-02,1976
2019-08-05,2000.5
2019-08-06,2011.5
2019-08-07,2010
2019-08-08,2041
2019-08-09,2078.5
2019-08-13,2121.5
2019-08-14,2122
2019-08-15,2121.5
2019-08-16,2122.5
2019-08-19,2103.5
2019-08-20,2105
2019-08-21,2113.5
2019-08-22,2151
2019-08-23,2154
2019-08-26,2195.5
2019-08-27,2155
2019-08-28,2160.5
2019-08-29,2145.5
2019-08-30,2154.5
2019-09-03,2115
2019-09-04,2102
2019-09-05,2090
2019-09-06,2107.5
2019-09-10,2112
2019-09-11,2121
2019-09-12,2113
2019-09-13,2092
2019-09-17,2140.5
2019-09-18,2122.5
2019-09-19,2111
2019-09-20,2091
2019-09-23,2089
2019-09-24,2047
2019-09-25,2048
2019-09-26,2050
2019-09-27,2027.5
2019-09-30,2028.5
2019-10-01,2073
2019-10-02,2077.5
2019-10-03,2069
2019-10-04,2085.5
2019-10-07,2083.5
2019-10-08,2078.5
2019-10-09,2106.5
2019-10-10,2103.5
2019-10-11,2094.5
2019-10-14,2073
2019-10-15,2058.5
2019-10-16,2106.5
2019-10-17,2105
2019-10-18,2101
2019-10-21,2121
2019-10-22,2111.5
2019-10-23,2150
2019-10-24,2175
2019-10-25,2268
2019-10-29,2265
2019-10-30,2298.5
2019-10-31,2280
2019-11-01,2353.5
2019-11-04,2348
2019-11-05,2402.5
2019-11-06,2404.5
2019-11-07,2407.5
2019-11-08,2421
2019-11-11,2481.5
2019-11-12,2493.5
2019-11-13,2505
2019-11-14,2511.5
2019-11-15,2478
2019-11-18,2483
2019-11-19,2512
2019-11-20,2557
2019-11-21,2578.5
2019-11-22,2589.5
2019-11-25,2637.5
2019-11-26,2587
2019-11-27,2610
2019-11-28,2588
2019-11-29,2658
2019-12-02,2631.5
2019-12-03,2644.5
2019-12-04,2695.5
2019-12-05,2705
2019-12-06,2756
2019-12-09,2820
2019-12-10,2836
2019-12-11,2807.5
2019-12-12,2827
2019-12-13,2847.5
2019-12-16,2856
2019-12-17,2897
2019-12-18,2833
2019-12-19,2842.5
2019-12-20,2880
2019-12-23,2875.5
2019-12-24,2883.5
2019-12-26,2895
2019-12-27,2992.5
2019-12-30,3015.5
2019-12-31,3025.5
2020-01-02,3053
2020-01-03,3056.5
2020-01-06,3064
2020-01-07,3061.5
2020-01-08,3043.5
2020-01-09,3084.5
2020-01-10,3111
2020-01-13,3093
2020-01-14,3033
